,sub,age,roi,r2,architecture,train_type,layer
0,NDAREG930XPP,7.995779,lLO,0.005475653028403925,cornet_z_cl,imagenet_noface,aIT
1,NDAREG930XPP,7.995779,rLO,0.00603529955350673,cornet_z_cl,imagenet_noface,aIT
2,NDAREG930XPP,7.995779,lFFA,0.007348443605603223,cornet_z_cl,imagenet_noface,aIT
3,NDAREG930XPP,7.995779,rFFA,0.00873407292995756,cornet_z_cl,imagenet_noface,aIT
4,NDAREG930XPP,7.995779,lOFA,0.005455949620956303,cornet_z_cl,imagenet_noface,aIT
5,NDAREG930XPP,7.995779,rOFA,0.004756635763054015,cornet_z_cl,imagenet_noface,aIT
6,NDAREK255DEE,6.508898,lLO,0.009100316678912332,cornet_z_cl,imagenet_noface,aIT
7,NDAREK255DEE,6.508898,rLO,0.009246852143522886,cornet_z_cl,imagenet_noface,aIT
8,NDAREK255DEE,6.508898,lFFA,0.009661647081019348,cornet_z_cl,imagenet_noface,aIT
9,NDAREK255DEE,6.508898,rFFA,0.007483318015583163,cornet_z_cl,imagenet_noface,aIT
10,NDAREK255DEE,6.508898,lOFA,0.012806290628678985,cornet_z_cl,imagenet_noface,aIT
11,NDAREK255DEE,6.508898,rOFA,0.008546941163922758,cornet_z_cl,imagenet_noface,aIT
12,NDARKG460MWV,7.174309,lLO,0.006816055172565793,cornet_z_cl,imagenet_noface,aIT
13,NDARKG460MWV,7.174309,rLO,0.012646951253864407,cornet_z_cl,imagenet_noface,aIT
14,NDARKG460MWV,7.174309,lFFA,0.005112736279471331,cornet_z_cl,imagenet_noface,aIT
15,NDARKG460MWV,7.174309,rFFA,0.007897251421859163,cornet_z_cl,imagenet_noface,aIT
16,NDARKG460MWV,7.174309,lOFA,0.009791442433567374,cornet_z_cl,imagenet_noface,aIT
17,NDARKG460MWV,7.174309,rOFA,0.015405573148712019,cornet_z_cl,imagenet_noface,aIT
18,NDARAC857HDB,6.975017,lLO,0.031556927421381005,cornet_z_cl,imagenet_noface,aIT
19,NDARAC857HDB,6.975017,rLO,0.019524190846402018,cornet_z_cl,imagenet_noface,aIT
20,NDARAC857HDB,6.975017,lFFA,0.005498781005934023,cornet_z_cl,imagenet_noface,aIT
21,NDARAC857HDB,6.975017,rFFA,0.015070071101447688,cornet_z_cl,imagenet_noface,aIT
22,NDARAC857HDB,6.975017,lOFA,0.04372767475451213,cornet_z_cl,imagenet_noface,aIT
23,NDARAC857HDB,6.975017,rOFA,0.01707595836122152,cornet_z_cl,imagenet_noface,aIT
24,NDARAD615WLJ,6.304243,lLO,0.00843456554993621,cornet_z_cl,imagenet_noface,aIT
25,NDARAD615WLJ,6.304243,rLO,0.011105801378647641,cornet_z_cl,imagenet_noface,aIT
26,NDARAD615WLJ,6.304243,lFFA,0.013017699455364903,cornet_z_cl,imagenet_noface,aIT
27,NDARAD615WLJ,6.304243,rFFA,0.00833189983862658,cornet_z_cl,imagenet_noface,aIT
28,NDARAD615WLJ,6.304243,lOFA,0.0054824558482492415,cornet_z_cl,imagenet_noface,aIT
29,NDARAD615WLJ,6.304243,rOFA,0.01051207968390095,cornet_z_cl,imagenet_noface,aIT
30,NDARBL214YLX,6.218913,lLO,0.0017871177799788447,cornet_z_cl,imagenet_noface,aIT
31,NDARBL214YLX,6.218913,rLO,0.00681513543554939,cornet_z_cl,imagenet_noface,aIT
32,NDARBL214YLX,6.218913,lFFA,0.0014682786889984756,cornet_z_cl,imagenet_noface,aIT
33,NDARBL214YLX,6.218913,rFFA,0.0036759118963818464,cornet_z_cl,imagenet_noface,aIT
34,NDARBL214YLX,6.218913,lOFA,0.00379543409562975,cornet_z_cl,imagenet_noface,aIT
